Date,Open,High,Low,Close,Volume,Adj Close
2012-11-30,39.67,39.88,38.87,39.1,5410500,39.1
2012-11-29,40.6,40.69,39.49,39.79,4851900,39.79
2012-11-28,39.85,40.75,39.66,40.44,3671600,40.44
2012-11-27,40.68,40.91,39.7,40.14,4585300,40.14
2012-11-26,40.38,40.94,40.1,40.67,3724900,40.67
2012-11-23,39.56,40.24,39.4,40.13,1810200,40.13
2012-11-21,38.73,39.73,38.67,39.47,4022500,39.47
2012-11-20,39.17,39.37,38.47,38.84,5953700,38.84
2012-11-19,40.12,40.29,38.79,39.3,5738800,39.3
2012-11-16,39.4,39.65,38.67,39.46,5119300,39.46
2012-11-15,39.99,40.3,39.27,39.28,3705700,39.28
2012-11-14,40.85,41.13,39.69,39.82,5378300,39.82
2012-11-13,40.26,41.11,40.0,40.46,4174000,40.46
2012-11-12,41.36,41.53,39.7,40.47,4442600,40.47
2012-11-09,41.16,42.08,41.06,41.22,4032700,41.22
2012-11-08,43.56,43.65,41.0,41.09,7870200,41.09
2012-11-07,44.11,44.24,43.02,43.4,4348500,43.4
2012-11-06,44.43,45.33,44.18,44.81,5322200,44.81
2012-11-05,43.36,44.39,43.32,44.31,3344800,44.31
2012-11-02,44.39,44.4,43.33,43.46,4143500,43.46
2012-11-01,41.98,44.28,41.85,44.16,5460500,44.16
2012-10-31,42.25,42.48,41.68,41.78,3261400,41.78
2012-10-26,42.54,43.19,41.79,42.23,4031800,42.23
2012-10-25,43.63,43.63,42.14,42.39,3945900,42.39
2012-10-24,43.75,44.21,42.62,43.11,4450700,43.11
2012-10-23,42.79,43.75,42.66,43.36,4965000,43.36
2012-10-22,43.44,44.37,42.88,43.43,6450600,43.43
2012-10-19,46.26,46.84,43.98,44.02,21758900,44.02
2012-10-18,44.1,44.41,42.71,42.86,10271200,42.86
2012-10-17,44.64,45.09,44.26,44.34,5143100,44.34
2012-10-16,43.88,45.27,43.79,44.82,5719200,44.82
2012-10-15,43.39,43.88,42.98,43.73,6686100,43.73
2012-10-12,42.34,43.35,42.2,42.28,3855900,42.28
2012-10-11,43.06,43.3,41.93,42.28,4404700,42.28
2012-10-10,43.26,43.46,42.4,42.56,3580100,42.56
2012-10-09,43.75,44.0,43.0,43.39,3038700,43.39
2012-10-08,44.05,44.99,43.57,43.73,3675700,43.73
2012-10-05,44.72,45.05,43.96,44.09,3259100,44.09
2012-10-04,43.77,45.03,43.48,44.63,5170700,44.63
2012-10-03,44.46,44.66,43.54,43.63,4083300,43.63
2012-10-02,43.34,44.37,42.78,44.31,4746700,44.31
2012-10-01,43.7,44.09,42.7,43.01,3832900,43.01
2012-09-28,43.57,44.0,43.04,43.43,5764900,43.43
2012-09-27,42.73,43.48,42.07,43.24,5250900,43.24
2012-09-26,42.54,42.9,42.0,42.66,6907600,42.66
2012-09-25,45.42,45.6,43.72,43.89,4121200,43.89
2012-09-24,44.84,45.95,44.82,45.15,3644900,45.15
2012-09-21,46.32,46.82,45.19,45.24,5214100,45.24
2012-09-20,45.82,46.32,45.36,45.95,3924800,45.95
2012-09-19,45.56,46.99,45.35,46.18,5324500,46.18
2012-09-18,45.56,45.99,45.01,45.19,3084300,45.19
2012-09-17,45.84,45.93,45.26,45.75,2855900,45.75
2012-09-14,45.6,46.28,45.59,45.69,4149800,45.69
2012-09-13,45.13,45.75,44.64,45.37,3557900,45.37
2012-09-12,44.85,45.47,44.67,44.97,5138200,44.97
2012-09-11,44.02,44.75,43.26,44.52,4896000,44.52
2012-09-10,44.06,44.9,43.97,43.99,4191800,43.99
2012-09-07,43.7,44.48,43.38,44.26,5921100,44.26
2012-09-06,42.05,44.17,41.95,44.01,12011800,44.01
2012-09-05,40.89,41.09,40.46,40.6,3480500,40.6
2012-09-04,41.03,41.23,40.49,40.89,2568800,40.89
2012-08-31,41.44,41.65,40.69,41.22,2204600,41.22
2012-08-30,41.87,41.87,40.73,41.03,4006400,41.03
2012-08-29,42.41,42.55,41.92,42.04,3551300,42.04
2012-08-28,42.81,43.1,42.31,42.31,3297900,42.31
2012-08-27,43.4,43.46,42.64,42.95,2314600,42.95
2012-08-24,42.19,43.29,42.09,43.04,3424500,43.04
2012-08-23,43.31,43.31,42.12,42.27,4519000,42.27
2012-08-22,42.77,43.91,42.66,43.54,4454500,43.54
2012-08-21,42.49,44.0,42.44,42.98,4822300,42.98
2012-08-20,42.47,42.7,41.92,42.27,2903300,42.27
2012-08-17,42.85,43.0,42.11,42.55,3949800,42.55
2012-08-16,41.59,42.96,41.56,42.7,4844700,42.7
2012-08-15,40.41,42.25,40.35,41.56,5324700,41.56
2012-08-14,40.95,41.28,40.36,40.53,2913200,40.53
2012-08-13,41.4,41.57,40.72,40.9,2951100,40.9
2012-08-10,41.44,41.65,40.97,41.4,2781800,41.4
2012-08-09,41.69,42.1,41.49,41.59,2531000,41.59
2012-08-08,41.81,41.94,41.29,41.7,4315300,41.7
2012-08-07,41.84,42.6,41.78,42.08,4597300,42.08
2012-08-06,41.53,41.97,41.28,41.48,2156400,41.48
2012-08-03,41.6,42.22,41.17,41.37,4602600,41.37
2012-08-02,41.19,41.84,40.59,40.75,4630600,40.75
2012-08-01,41.66,41.96,41.1,41.43,4124900,41.43
2012-07-31,41.07,42.34,40.92,41.13,5187900,41.13
2012-07-30,42.44,42.75,40.56,41.17,5773400,41.17
2012-07-27,41.92,42.64,41.21,42.44,5102700,42.44
2012-07-26,40.5,42.23,40.38,41.51,7695200,41.51
2012-07-25,39.44,40.52,39.31,39.73,6144000,39.73
2012-07-24,40.38,41.23,39.3,39.65,8877100,39.65
2012-07-23,38.21,40.19,37.95,39.88,10379900,39.88
2012-07-20,39.19,40.45,38.51,38.7,24127300,38.7
2012-07-19,34.45,35.54,34.18,35.08,9365700,35.08
2012-07-18,32.89,34.91,32.75,34.26,6631600,34.26
2012-07-17,32.97,33.45,32.08,33.34,5518300,33.34
2012-07-16,32.33,33.07,32.26,32.81,4429300,32.81
2012-07-13,33.36,33.61,33.02,33.42,3625600,33.42
2012-07-12,33.69,33.84,32.63,33.41,5432600,33.41
2012-07-11,34.8,34.95,33.67,33.99,6200100,33.99
2012-07-10,36.16,36.5,34.38,34.66,6594700,34.66
2012-07-09,36.7,36.85,36.06,36.19,2885500,36.19
2012-07-06,36.31,36.82,36.1,36.71,3732500,36.71
2012-07-05,36.82,37.06,36.05,36.62,4212200,36.62
2012-07-03,36.94,37.39,36.61,37.12,2192900,37.12
2012-07-02,36.6,37.05,36.03,36.91,4325900,36.91
2012-06-29,35.33,36.51,35.15,36.48,5775800,36.48
2012-06-28,35.16,35.3,34.0,34.7,6538400,34.7
2012-06-27,36.29,36.5,35.29,35.41,6210300,35.41
2012-06-26,35.96,36.45,35.61,36.27,4144200,36.27
2012-06-25,36.88,37.25,35.7,35.87,4907300,35.87
2012-06-22,36.15,36.52,36.0,36.36,3207300,36.36
2012-06-21,37.26,37.4,35.94,36.0,4575100,36.0
2012-06-20,37.36,37.64,36.89,37.47,3264400,37.47
2012-06-19,37.23,37.46,36.95,37.17,4736300,37.17
2012-06-18,36.61,37.23,36.26,36.83,4045100,36.83
2012-06-15,35.34,36.87,35.31,36.85,6980800,36.85
2012-06-14,36.05,36.11,35.11,35.55,4282800,35.55
2012-06-13,35.73,36.44,35.48,36.02,5542500,36.02
2012-06-12,34.95,36.57,34.89,35.95,10450700,35.95
2012-06-11,35.9,36.12,34.56,34.62,5317700,34.62
2012-06-08,34.77,35.64,34.57,35.43,4362000,35.43
2012-06-07,35.69,36.31,35.05,35.13,9139000,35.13
2012-06-06,33.74,35.2,33.64,35.09,8360500,35.09
2012-06-05,31.99,33.68,31.96,33.41,7851000,33.41
2012-06-04,31.35,31.77,31.02,31.66,3781400,31.66
2012-06-01,31.72,32.15,30.99,31.23,5864000,31.23
2012-05-31,33.78,33.82,32.57,32.7,6387000,32.7
2012-05-30,34.04,34.12,33.33,33.62,4319400,33.62
2012-05-29,34.01,34.69,33.89,34.45,4789300,34.45
2012-05-25,32.39,33.97,32.32,33.73,6759400,33.73
2012-05-24,32.88,33.02,31.86,32.25,4723400,32.25
2012-05-23,32.17,33.07,31.95,32.92,5449400,32.92
2012-05-22,32.59,32.94,32.17,32.62,4460100,32.62
2012-05-21,31.71,32.76,31.58,32.56,5438600,32.56
2012-05-18,32.26,32.28,31.34,31.52,7036600,31.52
2012-05-17,33.71,33.83,32.33,32.35,8258300,32.35
2012-05-16,35.27,35.3,33.44,33.46,11418100,33.46
2012-05-15,35.65,35.97,34.86,35.05,3962000,35.05
2012-05-14,35.5,36.3,35.43,35.79,4959400,35.79
2012-05-11,35.64,36.41,35.25,35.7,4521000,35.7
2012-05-10,36.36,36.65,35.41,35.58,4300000,35.58
2012-05-09,34.96,36.29,34.5,36.01,5409700,36.01
2012-05-08,35.54,35.79,34.65,35.47,5375500,35.47
2012-05-07,35.6,36.23,35.6,35.89,3929400,35.89
2012-05-04,36.4,36.65,35.66,35.94,7008900,35.94
2012-05-03,37.34,37.64,36.53,36.63,6255900,36.63
2012-05-02,37.01,37.75,37.01,37.44,5764400,37.44
2012-05-01,36.91,37.64,36.47,37.4,6180600,37.4
2012-04-30,37.58,37.58,36.9,37.0,4241100,37.0
2012-04-27,38.19,38.29,37.12,37.58,6856600,37.58
2012-04-26,37.47,37.92,37.12,37.4,5236600,37.4
2012-04-25,37.27,37.66,36.98,37.59,8545000,37.59
2012-04-24,36.48,36.64,36.12,36.49,8501500,36.49
2012-04-23,35.72,37.15,35.5,36.39,12410500,36.39
2012-04-20,34.9,36.76,34.34,35.91,32224200,35.91
2012-04-19,40.53,41.47,40.09,40.47,7890900,40.47
2012-04-18,41.22,41.28,40.48,40.76,4915100,40.76
2012-04-17,41.15,41.69,40.87,41.3,4622400,41.3
2012-04-16,41.43,41.6,40.57,40.95,5753100,40.95
2012-04-13,42.06,42.23,41.09,41.11,5712400,41.11
2012-04-12,42.15,42.81,41.86,42.16,7282400,42.16
2012-04-11,42.61,43.03,41.7,41.96,5604400,41.96
2012-04-10,43.81,43.94,42.04,42.26,7006600,42.26
2012-04-09,43.49,44.11,43.34,43.7,5343800,43.7
2012-04-05,44.75,44.88,43.78,44.09,9295400,44.09
2012-04-04,45.72,45.93,44.44,44.51,27490400,44.51
2012-04-03,49.37,50.07,49.37,50.05,4904300,50.05
2012-04-02,49.45,49.89,49.15,49.6,4967800,49.6
2012-03-30,50.38,50.41,49.22,49.59,4243900,49.59
2012-03-29,50.08,50.38,49.35,50.22,3802000,50.22
2012-03-28,50.19,50.68,49.88,50.35,4004700,50.35
2012-03-27,50.47,51.0,50.1,50.12,4031300,50.12
2012-03-26,49.82,50.55,49.18,50.52,4626700,50.52
2012-03-23,49.98,50.31,48.4,49.4,9434200,49.4
2012-03-22,50.81,50.99,50.11,50.9,4185700,50.9
2012-03-21,50.13,51.8,49.93,51.29,6554500,51.29
2012-03-20,49.8,50.47,49.41,49.96,3927000,49.96
2012-03-19,49.99,50.77,49.8,50.23,4611300,50.23
2012-03-16,49.8,50.6,49.8,50.25,4228400,50.25
2012-03-15,49.78,50.37,49.15,49.7,3660400,49.7
2012-03-14,50.47,51.0,49.17,49.67,4729600,49.67
2012-03-13,50.09,50.81,49.73,50.73,3279800,50.73
2012-03-12,50.12,50.19,49.45,49.85,2486100,49.85
2012-03-09,49.48,50.75,49.27,50.25,3912400,50.25
2012-03-08,48.97,49.63,48.62,49.22,3756000,49.22
2012-03-07,48.8,49.01,48.18,48.48,4086100,48.48
2012-03-06,49.66,49.66,48.26,48.55,5402800,48.55
2012-03-05,50.69,51.28,50.22,50.24,5053800,50.24
2012-03-02,50.41,51.41,50.17,50.91,5384100,50.91
2012-03-01,49.98,50.55,49.45,50.53,5221500,50.53
2012-02-29,49.89,50.86,49.41,49.48,5108100,49.48
2012-02-28,49.4,50.09,48.97,49.77,4754400,49.77
2012-02-27,48.6,49.68,48.4,49.19,3311500,49.19
2012-02-24,48.99,49.41,48.76,49.14,4482300,49.14
2012-02-23,47.37,48.97,47.0,48.85,5165500,48.85
2012-02-22,47.43,47.75,47.2,47.48,3459900,47.48
2012-02-21,47.96,48.21,47.29,47.61,4273700,47.61
2012-02-17,48.37,48.64,47.5,47.79,5570900,47.79
2012-02-16,47.27,48.28,46.86,48.23,6820500,48.23
2012-02-15,47.49,48.56,47.23,47.68,8252500,47.68
2012-02-14,46.62,47.22,46.6,46.99,4755800,46.99
2012-02-13,46.99,47.13,45.98,46.63,4187000,46.63
2012-02-10,46.63,47.13,46.16,46.44,4675300,46.44
2012-02-09,46.87,47.49,46.38,47.2,4005900,47.2
2012-02-08,46.06,47.05,45.88,46.84,7566400,46.84
2012-02-07,47.36,47.39,45.61,45.91,9716000,45.91
2012-02-06,47.49,47.61,46.91,47.56,3161200,47.56
2012-02-03,47.0,47.6,46.72,47.54,4817000,47.54
2012-02-02,46.54,46.86,46.24,46.54,3554700,46.54
2012-02-01,46.36,46.93,45.9,46.48,6571800,46.48
2012-01-31,46.67,47.0,45.67,45.88,5628900,45.88
2012-01-30,46.38,46.49,45.6,46.29,6198400,46.29
2012-01-27,46.03,47.15,45.43,46.7,9814200,46.7
2012-01-26,47.8,48.0,45.5,46.39,31028600,46.39
2012-01-25,52.4,52.64,50.72,52.34,9106300,52.34
2012-01-24,51.67,51.94,50.92,51.19,6163200,51.19
2012-01-23,52.32,52.52,50.86,51.8,4556500,51.8
2012-01-20,52.59,53.08,52.19,52.49,4082900,52.49
2012-01-19,52.29,52.75,51.58,52.68,5648300,52.68
2012-01-18,50.34,52.24,50.18,52.07,7076600,52.07
2012-01-17,50.35,51.16,49.68,49.96,3946100,49.96
2012-01-13,50.39,50.4,49.36,49.89,4976300,49.89
2012-01-12,50.86,51.13,49.86,50.48,4386200,50.48
2012-01-11,50.74,51.17,50.37,50.55,2978800,50.55
2012-01-10,51.47,51.65,50.44,50.78,3062400,50.78
2012-01-09,50.26,50.99,50.0,50.83,4616900,50.83
2012-01-06,49.92,50.44,49.52,49.93,6826800,49.93
2012-01-05,48.36,49.19,48.11,49.11,3882500,49.11
2012-01-04,47.5,48.46,46.97,48.3,5051800,48.3
2012-01-03,49.1,49.26,47.07,47.59,8033800,47.59
2011-12-30,49.47,50.0,49.2,49.21,2458800,49.21
2011-12-29,49.23,49.48,48.66,49.43,2296700,49.43
2011-12-28,50.04,50.25,49.0,49.12,2689400,49.12
2011-12-27,50.46,50.66,49.9,50.1,1989100,50.1
2011-12-23,50.12,50.62,49.7,50.52,2796400,50.52
2011-12-22,48.57,49.87,48.53,49.66,4424300,49.66
2011-12-21,48.61,48.8,47.1,48.14,4792400,48.14
2011-12-20,47.57,49.0,47.57,48.84,4428400,48.84
2011-12-19,48.28,48.48,46.65,46.9,4316700,46.9
2011-12-16,48.14,49.09,47.66,47.91,5014700,47.91
2011-12-15,48.85,49.05,47.7,47.95,3419100,47.95
2011-12-14,49.55,49.84,47.48,48.35,6011100,48.35
2011-12-13,50.58,51.09,49.55,49.84,5959200,49.84
2011-12-12,49.63,50.13,49.04,50.04,4420300,50.04
2011-12-09,49.89,50.71,49.09,50.39,4443000,50.39
2011-12-08,50.0,50.9,49.76,49.9,4125500,49.9
2011-12-07,50.13,50.74,49.5,50.37,3934800,50.37
2011-12-06,50.62,51.39,50.03,50.37,4604400,50.37
2011-12-05,51.26,52.4,50.62,50.92,6493200,50.92
2011-12-02,50.29,50.86,49.97,50.32,5718200,50.32
2011-12-01,49.16,50.0,48.91,49.86,4866500,49.86
2011-11-30,47.91,49.32,47.81,49.31,8616800,49.31
2011-11-29,47.99,47.99,45.96,46.15,6729100,46.15
2011-11-28,47.25,48.02,47.11,47.74,4948600,47.74
2011-11-25,45.6,46.68,45.51,45.56,2695500,45.56
2011-11-23,47.26,47.51,45.65,45.79,5677500,45.79
2011-11-22,47.26,48.24,47.2,47.81,4409300,47.81
2011-11-21,48.07,48.19,46.76,47.45,6268200,47.45
2011-11-18,49.88,50.04,48.7,48.72,5187100,48.72
2011-11-17,50.85,51.0,48.1,49.52,8120800,49.52
2011-11-16,50.99,53.11,50.73,51.07,8617700,51.07
2011-11-15,51.0,51.64,50.21,51.3,5434600,51.3
2011-11-14,51.36,51.96,50.94,51.08,4095900,51.08
2011-11-11,50.05,51.95,49.9,51.66,6477400,51.66
2011-11-10,49.73,49.88,48.27,49.42,4862200,49.42
2011-11-09,50.2,50.26,48.7,49.07,6977700,49.07
2011-11-08,52.0,52.1,50.84,51.52,5084200,51.52
2011-11-07,50.95,51.95,50.6,51.82,4417800,51.82
2011-11-04,50.32,51.72,50.04,51.31,8430800,51.31
2011-11-03,49.7,50.79,48.4,50.41,6486800,50.41
2011-11-02,49.75,50.15,48.24,49.16,6259600,49.16
2011-11-01,49.25,49.35,48.35,49.02,9178800,49.02
2011-10-31,51.69,52.18,50.41,50.67,8014800,50.67
2011-10-28,51.82,53.46,51.67,53.38,8358200,53.38
2011-10-27,51.52,52.49,51.25,52.01,8209000,52.01
2011-10-26,50.19,51.0,49.36,50.31,10080300,50.31
2011-10-25,49.93,50.5,49.47,49.84,8224800,49.84
2011-10-24,49.68,51.03,49.59,50.94,9773700,50.94
2011-10-21,48.31,49.77,47.85,49.76,17195500,49.76
2011-10-20,45.25,47.27,45.02,45.5,13321700,45.5
2011-10-19,46.48,46.67,45.0,45.18,7473800,45.18
2011-10-18,45.92,47.26,44.84,46.91,6770300,46.91
2011-10-17,46.44,47.65,45.78,45.97,6151200,45.97
2011-10-14,46.57,47.25,45.93,46.79,5967400,46.79
2011-10-13,44.42,46.28,44.37,45.93,7503100,45.93
2011-10-12,45.13,45.4,44.41,44.45,6510700,44.45
2011-10-11,44.75,45.67,44.13,44.46,6721100,44.46
2011-10-10,43.69,45.0,43.62,44.92,6078500,44.92
2011-10-07,43.77,44.14,42.46,43.14,8099900,43.14
2011-10-06,42.65,43.96,42.31,43.65,7602200,43.65
2011-10-05,40.72,43.11,40.64,42.79,11495400,42.79
2011-10-04,38.43,40.69,37.63,40.65,12302400,40.65
2011-10-03,40.02,41.0,38.58,38.92,10119100,38.92
2011-09-30,40.0,42.03,39.52,40.36,9376900,40.36
2011-09-29,42.61,42.62,39.39,40.62,9253500,40.62
2011-09-28,43.35,43.52,41.73,41.79,6955000,41.79
2011-09-27,43.54,44.47,43.0,43.23,7692500,43.23
2011-09-26,42.2,42.96,41.21,42.87,9538000,42.87
2011-09-23,41.14,42.5,40.95,42.2,6957200,42.2
2011-09-22,41.1,41.8,40.56,41.42,10497300,41.42
2011-09-21,42.87,44.07,42.5,42.67,9911000,42.67
2011-09-20,43.88,44.22,42.4,42.65,8091400,42.65
2011-09-19,42.12,44.04,41.81,43.67,9642400,43.67
2011-09-16,43.24,43.34,42.35,42.78,8529800,42.78
2011-09-15,42.92,43.47,42.33,43.08,11765800,43.08
2011-09-14,41.22,43.4,41.14,42.66,18558000,42.66
2011-09-13,40.02,41.03,39.9,40.95,10956900,40.95
2011-09-12,38.1,40.19,38.1,40.02,11129600,40.02
2011-09-09,38.24,40.45,38.2,38.73,14445700,38.73
2011-09-08,37.91,40.28,37.73,38.52,13773600,38.52
2011-09-07,36.21,37.8,36.2,37.63,7966000,37.63
2011-09-06,33.59,35.81,33.39,35.57,9020300,35.57
2011-09-02,35.39,36.0,34.63,34.94,6290600,34.94
2011-09-01,36.63,37.99,36.22,36.27,8334300,36.27
2011-08-31,37.56,37.76,36.33,36.65,7577700,36.65
2011-08-30,37.17,37.58,36.41,37.09,8108600,37.09
2011-08-29,35.5,37.51,35.5,37.39,8728000,37.39
2011-08-26,33.58,35.35,32.6,34.8,11595200,34.8
2011-08-25,35.1,35.68,33.75,33.89,6515800,33.89
2011-08-24,34.43,35.43,33.96,34.92,7761000,34.92
2011-08-23,32.65,34.4,32.34,34.35,7213500,34.35
2011-08-22,33.31,33.51,32.24,32.37,7756900,32.37
2011-08-19,32.87,34.05,32.45,32.5,8365500,32.5
2011-08-18,35.04,35.17,33.32,33.64,11694500,33.64
2011-08-17,37.01,37.6,35.9,36.26,7795500,36.26
2011-08-16,38.18,38.49,36.51,37.03,8260700,37.03
2011-08-15,38.19,38.57,37.6,38.2,7477700,38.2
2011-08-12,38.96,39.11,37.58,38.09,7385000,38.09
2011-08-11,36.71,38.87,36.37,38.3,10963100,38.3
2011-08-10,37.14,38.24,35.83,36.51,12638700,36.51
2011-08-09,36.75,37.96,35.46,37.93,10732900,37.93
2011-08-08,37.47,38.53,35.38,36.06,12421900,36.06
2011-08-05,40.36,40.9,37.79,39.32,13574900,39.32
2011-08-04,41.99,42.42,39.62,39.63,10138200,39.63
2011-08-03,40.97,42.68,40.06,42.54,10368200,42.54
2011-08-02,41.6,42.15,40.62,40.67,7258200,40.67
2011-08-01,43.14,43.55,41.5,42.11,7222700,42.11
2011-07-29,41.69,43.85,41.59,42.53,7953800,42.53
2011-07-28,42.25,42.88,41.7,42.26,6570200,42.26
2011-07-27,43.5,43.53,41.98,42.0,8972100,42.0
2011-07-26,43.91,44.64,43.73,43.85,7146400,43.85
2011-07-25,45.12,45.25,43.76,43.88,8959000,43.88
2011-07-22,43.99,46.47,43.91,45.57,17540000,45.57
2011-07-21,41.14,41.88,40.44,41.57,10873300,41.57
2011-07-20,42.29,42.37,41.18,41.47,6809400,41.47
2011-07-19,40.89,42.25,40.89,41.98,6010800,41.98
2011-07-18,41.21,41.43,39.9,40.5,5915100,40.5
2011-07-15,41.5,41.76,40.84,41.62,5087000,41.62
2011-07-14,42.08,42.75,41.0,41.16,5670000,41.16
2011-07-13,41.53,42.73,41.17,41.88,6345000,41.88
2011-07-12,41.6,41.73,40.52,41.18,5595600,41.18
2011-07-11,42.55,42.8,41.3,41.77,5791800,41.77
2011-07-08,42.96,43.44,42.71,43.04,4192400,43.04
2011-07-07,43.45,43.92,43.01,43.62,5030300,43.62
2011-07-06,43.25,43.5,42.45,43.01,5450100,43.01
2011-07-05,43.6,43.99,43.22,43.45,6817600,43.45
2011-07-01,41.56,42.92,41.51,42.8,5753300,42.8
2011-06-30,40.56,41.65,40.56,41.5,5737100,41.5
2011-06-29,40.85,40.96,40.11,40.49,5416000,40.49
2011-06-28,40.37,40.8,40.0,40.77,7249600,40.77
2011-06-27,39.04,40.73,38.99,40.36,10407500,40.36
2011-06-24,42.53,42.59,38.79,38.94,21064400,38.94
2011-06-23,41.98,43.1,41.57,42.88,6837100,42.88
2011-06-22,42.81,43.15,42.46,42.54,3788500,42.54
2011-06-21,42.03,43.35,41.75,42.86,6379000,42.86
2011-06-20,40.71,41.97,40.69,41.79,6657600,41.79
2011-06-17,42.87,42.93,40.68,40.94,8513800,40.94
2011-06-16,42.25,43.38,41.96,42.24,7307300,42.24
2011-06-15,42.82,43.78,42.16,42.18,6792400,42.18
2011-06-14,43.0,43.69,42.83,43.2,6403700,43.2
2011-06-13,42.45,42.76,41.99,42.45,6332900,42.45
2011-06-10,42.57,43.04,41.6,42.53,7253800,42.53
2011-06-09,42.75,42.94,42.32,42.53,4812200,42.53
2011-06-08,42.84,43.13,42.27,42.64,6353500,42.64
2011-06-07,43.88,44.2,43.03,43.05,4404300,43.05
2011-06-06,44.31,44.31,43.0,43.24,5287400,43.24
2011-06-03,44.62,44.99,44.15,44.26,4406500,44.26
2011-06-02,45.15,45.82,44.79,45.38,5271900,45.38
2011-06-01,47.09,47.09,45.06,45.11,8316100,45.11
2011-05-31,46.77,47.62,46.35,47.52,7588500,47.52
2011-05-27,45.76,46.23,45.64,46.04,3998600,46.04
2011-05-26,45.46,46.24,45.28,45.65,3816900,45.65
2011-05-25,45.41,45.63,44.6,45.41,3904200,45.41
2011-05-24,45.67,46.0,44.91,45.07,4243500,45.07
2011-05-23,45.32,45.96,45.0,45.62,5200000,45.62
2011-05-20,46.52,47.25,46.39,46.46,5769100,46.46
2011-05-19,46.56,46.67,45.48,46.48,5372700,46.48
2011-05-18,46.28,46.64,45.44,46.45,7886500,46.45
2011-05-17,47.45,47.54,45.92,46.34,11417600,46.34
2011-05-16,47.47,49.73,47.38,47.95,11947100,47.95
2011-05-13,47.45,47.46,46.44,46.49,4212400,46.49
2011-05-12,47.25,47.58,46.83,47.37,4200000,47.37
2011-05-11,47.83,48.65,46.99,47.46,6505400,47.46
2011-05-10,47.56,48.1,47.3,47.88,4124500,47.88
2011-05-09,47.71,47.81,46.75,47.29,3356000,47.29
2011-05-06,47.98,48.36,46.91,47.15,4305800,47.15
2011-05-05,46.93,48.04,46.78,47.34,5600000,47.34
2011-05-04,47.57,47.84,46.34,47.23,6909400,47.23
2011-05-03,48.39,48.76,47.25,47.43,5797000,47.43
2011-05-02,49.79,49.87,48.55,48.69,4533800,48.69
2011-04-29,49.57,49.64,48.64,49.33,4851700,49.33
2011-04-28,50.35,50.46,49.17,49.39,4900000,49.39
2011-04-27,50.6,51.15,50.09,50.57,5525000,50.57
2011-04-26,49.84,51.0,49.57,50.36,6100000,50.36
2011-04-25,48.6,50.83,47.64,49.78,10676500,49.78
2011-04-21,49.0,49.62,48.52,48.99,11046400,48.99
2011-04-20,47.6,48.56,47.5,48.45,6163500,48.45
2011-04-19,46.35,47.0,45.98,46.89,3705000,46.89
